time,station_id,precipitation_mm,temperature_c,visibility_m,pressure_msl_hpa,relative_humidity_pct,wind_speed_ms,wind_direction_deg,wind_gust_ms
2026-08-27 22:00:00+00:00,64711,0.0,19.6,20000,1006.7,58,4.2,65,5.7
2026-08-27 22:10:00+00:00,64711,0.0,19.1,20000,1006.7,59,3.8,66,5.2
2026-08-27 22:20:00+00:00,64711,0.0,18.8,20000,1006.8,61,3.7,59,4.6
2026-08-27 22:30:00+00:00,64711,0.0,18.5,20000,1006.8,62,3.8,58,5.5
2026-08-27 22:40:00+00:00,64711,0.0,18.2,20000,1006.7,63,3.7,57,4.6
2026-08-27 22:50:00+00:00,64711,0.0,18.0,20000,1006.7,64,3.2,60,4.4
2026-08-27 23:00:00+00:00,64711,0.0,17.4,20000,1006.8,65,2.8,57,3.6
2026-08-27 23:10:00+00:00,64711,0.0,17.2,20000,1006.8,66,3.0,55,4.3
2026-08-27 23:20:00+00:00,64711,0.0,17.4,20000,1006.8,66,3.7,48,4.7
2026-08-27 23:30:00+00:00,64711,0.0,17.2,20000,1006.8,66,3.5,43,4.1
2026-08-27 23:40:00+00:00,64711,0.0,17.0,20000,1006.8,68,3.1,44,3.9
2026-08-27 23:50:00+00:00,64711,0.0,16.7,20000,1006.7,69,3.3,52,4.2
2026-08-28 00:00:00+00:00,64711,0.0,16.6,20000,1006.7,70,2.5,55,3.3
2026-08-28 00:10:00+00:00,64711,0.0,16.4,20000,1006.8,70,2.3,44,2.9
2026-08-28 00:20:00+00:00,64711,0.0,15.9,20000,1006.8,72,3.1,41,4.0
2026-08-28 00:30:00+00:00,64711,0.0,16.2,20000,1006.7,72,3.8,40,4.7
2026-08-28 00:40:00+00:00,64711,0.0,16.3,20000,1006.7,71,4.1,40,5.1
2026-08-28 00:50:00+00:00,64711,0.0,16.5,20000,1006.7,70,3.9,40,5.2
2026-08-28 01:00:00+00:00,64711,0.0,16.3,20000,1006.8,70,3.9,40,5.2
2026-08-28 01:10:00+00:00,64711,0.0,15.9,20000,1006.8,71,4.1,47,5.1
2026-08-28 01:20:00+00:00,64711,0.0,15.9,20000,1006.6,72,4.4,46,5.4
2026-08-28 01:30:00+00:00,64711,0.0,15.5,20000,1006.6,73,4.8,49,5.8
2026-08-28 01:40:00+00:00,64711,0.0,15.7,20000,1006.5,73,4.4,44,5.6
2026-08-28 01:50:00+00:00,64711,0.0,15.4,20000,1006.5,73,4.0,50,5.1
2026-08-28 02:00:00+00:00,64711,0.0,15.4,20000,1006.5,73,3.9,55,5.2
2026-08-28 02:10:00+00:00,64711,0.0,15.4,20000,1006.5,73,4.1,54,5.0
