time,product,source_file
2026-08-04T18:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260804_1810.png
2026-08-02T06:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260802_0610.png
2026-08-02T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260802_1710.png
2026-08-02T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260802_2010.png
2026-08-02T23:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260802_2310.png
2026-08-03T02:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260803_0210.png
2026-08-03T05:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260803_0510.png
2026-08-03T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260803_1710.png
2026-08-03T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260803_2010.png
2026-08-03T23:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260803_2310.png
2026-08-04T02:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260804_0210.png
2026-08-04T05:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260804_0510.png
2026-08-04T17:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260804_1710.png
2026-08-04T20:10:00+00:00,NightRGB,satellite_MSG-NightRGB-20260804_2010.png
2026-08-02T07:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260802_0740.png
2026-08-02T10:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260802_1040.png
2026-08-02T13:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260802_1340.png
2026-08-02T16:40:00+00:00,FogRGB,satellite_MSG-FogRGB-20260802_1640.png
2026-08-03T03:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_0310.png
2026-08-03T06:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_0610.png
2026-08-03T09:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_0910.png
2026-08-03T12:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_1210.png
2026-08-03T15:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_1510.png
2026-08-03T18:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260803_1810.png
2026-08-04T03:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_0310.png
2026-08-04T06:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_0610.png
2026-08-04T09:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_0910.png
2026-08-04T12:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_1210.png
2026-08-04T15:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_1510.png
2026-08-04T18:10:00+00:00,FogRGB,satellite_MSG-FogRGB-20260804_1810.png
2026-08-02T07:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_0740.png
2026-08-02T10:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_1040.png
2026-08-02T13:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_1340.png
2026-08-02T16:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_1640.png
2026-08-02T19:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_1940.png
2026-08-02T22:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260802_2240.png
2026-08-03T01:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_0140.png
2026-08-03T04:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_0440.png
2026-08-03T07:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_0740.png
2026-08-03T10:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_1040.png
2026-08-03T13:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_1340.png
2026-08-03T16:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_1640.png
2026-08-03T19:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_1940.png
2026-08-03T22:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260803_2240.png
2026-08-04T01:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_0140.png
2026-08-04T04:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_0440.png
2026-08-04T07:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_0740.png
2026-08-04T10:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_1040.png
2026-08-04T13:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_1340.png
2026-08-04T16:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_1640.png
2026-08-04T19:40:00+00:00,InfraCloud,satellite_MSG-InfraCloud-20260804_1940.png
